scope,metric,count,total,fraction,note
summary,primary_states_examined,15,15,1.0,"distinct primary chart states (b,phi,r) on the bounded lawful operator surface"
summary,distinct_transport_identities_reached,131,15,8.733333333333333,distinct active transport identities under spin_H_candidate_v1 lift
summary,collision_count,0,15,0.0,many-to-one collisions from primary chart states into active transport identities
summary,ambiguity_count,15,15,1.0,primary chart states with more than one transport identity under repeated lawful iteration
summary,recursive_consistency_rate,0,15,0.0,fraction of primary chart states whose transport identity remains canonical under bounded lawful iteration
summary,canonical_states_under_iteration,0,15,0.0,primary states that retain a single transport identity under repeated lawful transport
summary,noncanonical_branching_states,15,15,1.0,primary states whose transport identity branches under repeated lawful transport
representation,angular_identity_preserved,1,1,1.0,active transport lift preserves b exactly and carries phi explicitly
representation,radial_identity_preserved,1,1,1.0,active transport lift preserves r exactly
representation,predictive_structure_preserved,1,1,1.0,active transport lift carries predictive spin_h4 structure explicitly
representation,recursively_closed_enough_for_operator_derivation,0,1,0.0,strict closure test: every primary state must keep a single transport identity under lawful iteration
primary_distribution,primary_b0_phi0_r0,9,131,0.06870229007633588,transport_images=b0_phi(0)_r0_spin0000|b0_phi(0)_r0_spin0001|b0_phi(0)_r0_spin0010|b0_phi(0)_r0_spin0100|b0_phi(0)_r0_spin0101|b0_phi(0)_r0_spin1000|b0_phi(0)_r0_spin1010|b0_phi(0)_r0_spin1100|b0_phi(0)_r0_spin1111
primary_distribution,primary_b0_phi1_r0,9,131,0.06870229007633588,transport_images=b0_phi(1)_r0_spin0000|b0_phi(1)_r0_spin0001|b0_phi(1)_r0_spin0010|b0_phi(1)_r0_spin0100|b0_phi(1)_r0_spin0101|b0_phi(1)_r0_spin0111|b0_phi(1)_r0_spin1000|b0_phi(1)_r0_spin1010|b0_phi(1)_r0_spin1110
