scope,metric,count,total,fraction,note
summary,primary_states_examined,5390,5390,1.0,"distinct observed primary chart states (b,phi,r) on bounded exact surface"
summary,distinct_transport_states_reached,230,5390,0.04267161410018553,"distinct adaptive transport states (b,r,spin_h)"
summary,collision_count,5160,5390,0.9573283858998145,many-to-one collisions under representative adaptive L_h^+
summary,ambiguous_primary_states,4532,5390,0.8408163265306122,primary states observed with more than one exact truncated adaptive transport state
summary,skipped_short_spin_observations,0,22330,0.0,observations skipped because exact future word shorter than minimum truncation horizon
comparison,collision_reduction_vs_v1,179,5339,0.033209647495361705,absolute collision reduction and collision-fraction reduction relative to lift v1
comparison,collision_reduction_vs_v2,136,5296,0.02523191094619659,absolute collision reduction and collision-fraction reduction relative to lift v2
comparison,ambiguity_reduction_vs_v1,-2187,2345,-0.4057513914656772,absolute ambiguity reduction and ambiguity-fraction reduction relative to lift v1
comparison,ambiguity_reduction_vs_v2,-2187,2345,-0.4057513914656772,absolute ambiguity reduction and ambiguity-fraction reduction relative to lift v2
representation,phi_represented_in_transport_identity,1,1,1.0,"whether changes in phi can change adaptive transport identity at fixed (b,r)"
representation,r_represented_in_transport_identity,0,1,0.0,"whether changes in r can change adaptive transport identity at fixed (b,phi)"
representation,predictive_unfolding_explicit,1,1,1.0,adaptive transport identity carries explicit truncated future admissibility word spin_h
adaptive_horizon,horizon_min,5,12,0.4166666666666667,minimum realized adaptive horizon
adaptive_horizon,horizon_mean_x1000,11879,1000,11.879041648007165,mean realized adaptive horizon
adaptive_horizon,horizon_max,12,12,1.0,maximum realized adaptive horizon
adaptive_horizon_distribution,horizon_5,385,22330,0.017241379310344827,distribution of realized adaptive horizons
adaptive_horizon_distribution,horizon_11,6,22330,0.00026869682042095835,distribution of realized adaptive horizons
adaptive_horizon_distribution,horizon_12,21939,22330,0.9824899238692342,distribution of realized adaptive horizons
source_spin_length,full_spin_length_5,385,22330,0.017241379310344827,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_15,770,22330,0.034482758620689655,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_20,770,22330,0.034482758620689655,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_25,385,22330,0.017241379310344827,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_35,5005,22330,0.22413793103448276,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_40,5005,22330,0.22413793103448276,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_45,5005,22330,0.22413793103448276,distribution of exact source spin_H lengths before adaptive truncation
source_spin_length,full_spin_length_50,5005,22330,0.22413793103448276,distribution of exact source spin_H lengths before adaptive truncation
primary_distribution,primary_b0_phi(0)_r1__to__transport_b0_r1_h12_spin000000000001,2,6,0.3333333333333333,"representative adaptive lift image; variants=5; observed_horizons=[5, 12, 12, 12, 12]"
