scope,metric,count,total,fraction,note
operator,state_count,14032,14032,1.0,reachable structured tau-aware states on bounded operator surface
operator,transition_count,98224,98224,1.0,nonzero operator entries on bounded surface
operator,lawful_transition_fraction,98224,98224,1.0,fraction of nonzero operator entries that are lawful
operator,illegal_transition_fraction,0,98224,0.0,fraction of nonzero operator entries that are illegal
orbit_change,state_count_vs_v6,14032,461,30.43817787418655,reachable state expansion relative to H_v6
orbit_change,transition_count_vs_v6,98224,2766,35.51120751988431,nonzero transition expansion relative to H_v6
radial_escape,distinct_radial_classes_reached,3,3,1.0,number of distinct target radial classes reached
class_escape,distinct_class_identities_reached,15287,15287,1.0,number of distinct tau-aware target class identities reached
spin_escape,distinct_spin_classes_reached,16,16,1.0,number of distinct target spin classes reached
radial_escape,fraction_changing_radial_class,14032,98224,0.14285714285714285,fraction of transitions that change radial class
radial_escape,fraction_preserving_radial_class,84192,98224,0.8571428571428571,fraction of transitions that preserve radial class
generator_axis,T_r_changes_radial_class,1,1,1.0,radial_transport changes r by one adjacent step
generator_axis,T_r_preserves_or_lawfully_transports_spin_state,1,1,1.0,radial_transport uses explicit radial_spin_transport_map_v10
generator_axis,T_r_preserves_or_lawfully_transports_tau,1,1,1.0,radial_transport uses explicit radial_tau_transport_map_v10
component,hold,14032,98224,0.14285714285714285,fraction of operator entries by component
component,torus_base_advance,14032,98224,0.14285714285714285,fraction of operator entries by component
component,composite_swap,14032,98224,0.14285714285714285,fraction of operator entries by component
component,coupled_torus_kick,14032,98224,0.14285714285714285,fraction of operator entries by component
component,composite_twist,14032,98224,0.14285714285714285,fraction of operator entries by component
component,fiber_phase_lift_spin_transport,14032,98224,0.14285714285714285,fraction of operator entries by component
component,radial_transport,14032,98224,0.14285714285714285,fraction of operator entries by component
radial_distribution,radial_class_0,31323,98224,0.31889354943801923,distribution of operator transitions by target radial class
radial_distribution,radial_class_1,34421,98224,0.3504337025574198,distribution of operator transitions by target radial class
radial_distribution,radial_class_2,32480,98224,0.330672748004561,distribution of operator transitions by target radial class
spin_distribution,spin_0000,8701,98224,0.08858323831242873,distribution of operator transitions by target spin class
spin_distribution,spin_0001,6508,98224,0.06625671933539665,distribution of operator transitions by target spin class
spin_distribution,spin_0010,7529,98224,0.0766513275777814,distribution of operator transitions by target spin class
spin_distribution,spin_0011,5502,98224,0.056014823261117445,distribution of operator transitions by target spin class
spin_distribution,spin_0100,8949,98224,0.09110807949177391,distribution of operator transitions by target spin class
spin_distribution,spin_0101,8064,98224,0.08209806157354618,distribution of operator transitions by target spin class
spin_distribution,spin_0110,6624,98224,0.06743769343541293,distribution of operator transitions by target spin class
spin_distribution,spin_0111,5793,98224,0.058977439322365204,distribution of operator transitions by target spin class
spin_distribution,spin_1000,7790,98224,0.07930851930281804,distribution of operator transitions by target spin class
spin_distribution,spin_1001,4665,98224,0.047493484280827496,distribution of operator transitions by target spin class
spin_distribution,spin_1010,7328,98224,0.07460498452516696,distribution of operator transitions by target spin class
spin_distribution,spin_1011,3591,98224,0.03655929304446978,distribution of operator transitions by target spin class
spin_distribution,spin_1100,5335,98224,0.05431462778954227,distribution of operator transitions by target spin class
spin_distribution,spin_1101,3245,98224,0.03303673236683499,distribution of operator transitions by target spin class
spin_distribution,spin_1110,5175,98224,0.052685697996416356,distribution of operator transitions by target spin class
spin_distribution,spin_1111,3425,98224,0.03486927838410164,distribution of operator transitions by target spin class
class_distribution,class_r0_phi0_spin0000_taus0c0t0l0_compat100_100,8,98224,8.144648965629581e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l1_compat100_100,5,98224,5.090405603518488e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l3_compat100_100,1,98224,1.0180811207036976e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l4_compat100_100,7,98224,7.126567844925884e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l5_compat100_100,3,98224,3.054243362111093e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l6_compat100_100,16,98224,0.00016289297931259162,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l7_compat100_100,3,98224,3.054243362111093e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l8_compat100_100,4,98224,4.0723244828147904e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l9_compat100_100,7,98224,7.126567844925884e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l10_compat100_100,4,98224,4.0723244828147904e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t0l11_compat100_100,3,98224,3.054243362111093e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l0_compat100_100,9,98224,9.162730086333279e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l1_compat100_100,1,98224,1.0180811207036976e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l3_compat100_100,1,98224,1.0180811207036976e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l4_compat100_100,9,98224,9.162730086333279e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l5_compat100_100,1,98224,1.0180811207036976e-05,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l6_compat100_100,11,98224,0.00011198892327740674,distribution of operator transitions by tau-aware target class tuple
class_distribution,class_r0_phi0_spin0000_taus0c0t1l8_compat100_100,3,98224,3.054243362111093e-05,distribution of operator transitions by tau-aware target class tuple
