tuplet_name,offsets,visible_H_first,pre_threshold_H,parent_class_b,parent_class_spin,parent_class_frequency,child_future_classes_produced,extra_child_classes_produced
quad_alt_3854,"[0,2,38,54]",26,25,24,0000000000100001000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,24,0000000000100001000010000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000000000000000100000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000000000010000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000000000010000100000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000001000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000001000000000100000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000001000010000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,25,0000000001000010000100000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000000000000001000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000000000100000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000000000100001000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000010000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000010000000001000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000010000100000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,26,0000000010000100001000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000000000000010000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000000001000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000000001000010000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000100000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000100000000010000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000100001000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,27,0000000100001000010000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,28,0000000000000000100000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,28,0000000000010000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,28,0000000000010000100000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,28,0000001000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,28,0000001000000000100000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,28,0000001000010000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,28,0000001000010000100000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,29,0000000000000001000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,29,0000000000100000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,29,0000000000100001000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,29,0000010000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,29,0000010000000001000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,29,0000010000100000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,29,0000010000100001000000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,30,0000000000000010000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,30,0000000001000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,30,0000000001000010000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,30,0000100000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,30,0000100000000010000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,30,0000100001000000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,30,0000100001000010000000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,31,0000000000000100000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,31,0000000010000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,31,0000000010000100000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,31,0001000000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,31,0001000000000100000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,31,0001000010000000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,31,0001000010000100000000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,32,0000000000001000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,32,0000000100000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,32,0000000100001000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,32,0010000000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,32,0010000000001000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,32,0010000100000000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,32,0010000100001000000000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,33,0000000000010000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,33,0000001000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,33,0000001000010000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,33,0100000000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,33,0100000000010000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,33,0100001000000000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,33,0100001000010000000000000,4,4,3
quad_alt_3854,"[0,2,38,54]",26,25,34,0000000000100000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,34,0000010000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,34,0000010000100000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,34,1000000000000000000000000,1,2,1
quad_alt_3854,"[0,2,38,54]",26,25,34,1000000000100000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,34,1000010000000000000000000,1,3,2
quad_alt_3854,"[0,2,38,54]",26,25,34,1000010000100000000000000,4,4,3
