scope,metric,count,total,fraction,note
operator,state_count,125677,125677,1.0,reachable states with T_c rebuilt from spin_H_core_v4
operator,transition_count,879739,879739,1.0,nonzero operator entries with one core-v4-derived component
operator,lawful_transition_fraction,879739,879739,1.0,fraction of nonzero operator entries that are lawful
operator,illegal_transition_fraction,0,879739,0.0,fraction of nonzero operator entries that are illegal
class_escape,distinct_class_identities_reached,34231,34231,1.0,distinct tau-aware target class identities reached
spin_escape,distinct_spin_classes_reached,16,16,1.0,distinct target spin classes reached
radial_escape,distinct_radial_classes_reached,3,3,1.0,distinct target radial classes reached
core_dependency,rebuilt_component_depends_on_spin_H_core_v4,1,1,1.0,T_c calls active_transport_lift_core_v4 and uses sigma_direct with sigma_update_v4
core_dependency,sigma_direct_materially_used,1,1,1.0,"T_c uses sigma_update_v4 on sigma_direct and reads current_mode, fiber_mode, radial_mode, and regressive_phase"
core_dependency,theta_materially_used,1,1,1.0,T_c uses theta.base_angle and theta.fiber_phase in coupled base-step logic
core_dependency,rho_materially_used,1,1,1.0,"T_c uses rho.radial_class, unfolding_load, radial_target, and radial_target_phi in coupled base-step logic"
core_dependency,h_materially_used,1,1,1.0,"T_c uses h.recursive_phase, h.radial_recursive_phase, and h.holonomy_bit in coupled tau update logic"
comparison_vs_v13,state_count_change,8173,117504,0.06955507897603486,reachable state change vs prior T_c rebuild from spin_H_core_v3
comparison_vs_v13,transition_count_change,57211,822528,0.06955507897603486,transition count change vs prior T_c rebuild from spin_H_core_v3
comparison_vs_v13,class_diversity_change,876,33355,0.02626292909608763,class diversity change vs prior T_c rebuild from spin_H_core_v3
comparison_vs_v13,spin_diversity_change,0,16,0.0,spin diversity change vs prior T_c rebuild from spin_H_core_v3
comparison_vs_v13,radial_diversity_change,0,3,0.0,radial diversity change vs prior T_c rebuild from spin_H_core_v3
component,hold,125677,879739,0.14285714285714285,fraction of operator entries by component
component,torus_base_advance,125677,879739,0.14285714285714285,fraction of operator entries by component
component,composite_swap,125677,879739,0.14285714285714285,fraction of operator entries by component
component,coupled_torus_kick,125677,879739,0.14285714285714285,fraction of operator entries by component
component,composite_twist,125677,879739,0.14285714285714285,fraction of operator entries by component
component,fiber_phase_lift_spin_transport,125677,879739,0.14285714285714285,fraction of operator entries by component
component,radial_transport_unfolding,125677,879739,0.14285714285714285,fraction of operator entries by component
