scope,metric,count,total,fraction,note
operator,state_count,171832,171832,1.0,reachable states with T_z' rebuilt from spin_H_core_v4
operator,transition_count,1202824,1202824,1.0,nonzero operator entries with one additional core-v4-derived component
operator,lawful_transition_fraction,1202824,1202824,1.0,fraction of nonzero operator entries that are lawful
operator,illegal_transition_fraction,0,1202824,0.0,fraction of nonzero operator entries that are illegal
class_escape,distinct_class_identities_reached,34514,34514,1.0,distinct tau-aware target class identities reached
spin_escape,distinct_spin_classes_reached,16,16,1.0,distinct target spin classes reached
radial_escape,distinct_radial_classes_reached,3,3,1.0,distinct target radial classes reached
core_dependency,rebuilt_component_depends_on_spin_H_core_v4,1,1,1.0,T_z' calls active_transport_lift_core_v4 and uses sigma_direct with sigma_update_v4
core_dependency,sigma_direct_materially_used,1,1,1.0,"T_z' uses sigma_update_v4 on sigma_direct and reads current_mode, fiber_mode, radial_mode, and regressive_phase"
core_dependency,theta_materially_used,1,1,1.0,T_z' uses theta.base_angle and theta.fiber_phase in lift phase-step logic
core_dependency,rho_materially_used,1,1,1.0,"T_z' uses rho.radial_class, radial_direction, radial_target_phi, and unfolding_load in lift phase-step logic"
core_dependency,h_materially_used,1,1,1.0,"T_z' uses h.recursive_phase, h.fiber_recursive_phase, and h.holonomy_bit in lift tau update logic"
comparison_vs_v14,state_count_change,16935,154897,0.10933071654066895,reachable state change vs prior T_z' rebuild from spin_H_core_v3
comparison_vs_v14,transition_count_change,118545,1084279,0.10933071654066895,transition count change vs prior T_z' rebuild from spin_H_core_v3
comparison_vs_v14,class_diversity_change,506,34008,0.014878852034815315,class diversity change vs prior T_z' rebuild from spin_H_core_v3
comparison_vs_v14,spin_diversity_change,0,16,0.0,spin diversity change vs prior T_z' rebuild from spin_H_core_v3
comparison_vs_v14,radial_diversity_change,0,3,0.0,radial diversity change vs prior T_z' rebuild from spin_H_core_v3
component,hold,171832,1202824,0.14285714285714285,fraction of operator entries by component
component,torus_base_advance,171832,1202824,0.14285714285714285,fraction of operator entries by component
component,composite_swap,171832,1202824,0.14285714285714285,fraction of operator entries by component
component,coupled_torus_kick,171832,1202824,0.14285714285714285,fraction of operator entries by component
component,composite_twist,171832,1202824,0.14285714285714285,fraction of operator entries by component
component,fiber_phase_lift_spin_transport,171832,1202824,0.14285714285714285,fraction of operator entries by component
component,radial_transport_unfolding,171832,1202824,0.14285714285714285,fraction of operator entries by component
